Module,Module Number,Relationship,First Object Name,First Image Number,First Object Number,Second Object Name,Second Image Number,Second Object Number
RelateObjects,40,Child,Vessels,533,100,Islets,533,2
RelateObjects,28,Child,Cells,46,1431,ExpandedIslets,46,2
RelateObjects,28,Child,Cells,55,411,ExpandedIslets,55,1
RelateObjects,28,Child,Cells,43,258,ExpandedIslets,43,3
RelateObjects,28,Child,Cells,43,1437,ExpandedIslets,43,10
RelateObjects,28,Child,Cells,35,1058,ExpandedIslets,35,2
RelateObjects,28,Child,Cells,35,1736,ExpandedIslets,35,2
RelateObjects,28,Child,Cells,37,377,ExpandedIslets,37,1
RelateObjects,28,Child,Cells,37,1250,ExpandedIslets,37,1
RelateObjects,28,Child,Cells,95,201,ExpandedIslets,95,2
RelateObjects,28,Child,Cells,76,1224,ExpandedIslets,76,3
RelateObjects,28,Child,Cells,74,298,ExpandedIslets,74,1
RelateObjects,28,Child,Cells,80,156,ExpandedIslets,80,1
RelateObjects,28,Child,Cells,141,209,ExpandedIslets,141,1
RelateObjects,28,Child,Cells,141,500,ExpandedIslets,141,1
RelateObjects,28,Child,Cells,132,1378,ExpandedIslets,132,4
RelateObjects,28,Child,Cells,142,436,ExpandedIslets,142,2
RelateObjects,28,Child,Cells,142,642,ExpandedIslets,142,2
RelateObjects,28,Child,Cells,142,1604,ExpandedIslets,142,2
RelateObjects,28,Child,Cells,142,1767,ExpandedIslets,142,5
RelateObjects,28,Child,Cells,159,1121,ExpandedIslets,159,3
RelateObjects,28,Child,Cells,155,886,ExpandedIslets,155,1
RelateObjects,28,Child,Cells,170,419,ExpandedIslets,170,2
RelateObjects,28,Child,Cells,170,1386,ExpandedIslets,170,2
RelateObjects,28,Child,Cells,187,812,ExpandedIslets,187,3
RelateObjects,28,Child,Cells,187,1537,ExpandedIslets,187,4
RelateObjects,28,Child,Cells,256,663,ExpandedIslets,256,1
RelateObjects,28,Child,Cells,265,909,ExpandedIslets,265,1
RelateObjects,28,Child,Cells,249,335,ExpandedIslets,249,2
RelateObjects,28,Child,Cells,249,1227,ExpandedIslets,249,6
RelateObjects,28,Child,Cells,237,5073,ExpandedIslets,237,3
RelateObjects,28,Child,Cells,237,5267,ExpandedIslets,237,5
RelateObjects,28,Child,Cells,236,790,ExpandedIslets,236,7
RelateObjects,28,Child,Cells,236,3720,ExpandedIslets,236,7
RelateObjects,28,Child,Cells,326,642,ExpandedIslets,326,1
RelateObjects,28,Child,Cells,326,1150,ExpandedIslets,326,1
RelateObjects,28,Child,Cells,354,402,ExpandedIslets,354,1
RelateObjects,28,Child,Cells,354,724,ExpandedIslets,354,1
RelateObjects,28,Child,Cells,354,1151,ExpandedIslets,354,1
RelateObjects,28,Child,Cells,382,1263,ExpandedIslets,382,1
RelateObjects,28,Child,Cells,382,1353,ExpandedIslets,382,1
RelateObjects,28,Child,Cells,370,1847,ExpandedIslets,370,5
RelateObjects,28,Child,Cells,417,2662,ExpandedIslets,417,2
RelateObjects,28,Child,Cells,419,1093,ExpandedIslets,419,1
RelateObjects,28,Child,Cells,392,538,ExpandedIslets,392,3
RelateObjects,28,Child,Cells,403,1858,ExpandedIslets,403,1
RelateObjects,28,Child,Cells,406,5366,ExpandedIslets,406,24
RelateObjects,28,Child,Cells,458,582,ExpandedIslets,458,3
RelateObjects,28,Child,Cells,444,1571,ExpandedIslets,444,5
RelateObjects,28,Child,Cells,462,1337,ExpandedIslets,462,3
RelateObjects,28,Child,Cells,462,1650,ExpandedIslets,462,3
RelateObjects,28,Child,Cells,462,1689,ExpandedIslets,462,3
RelateObjects,28,Child,Cells,488,871,ExpandedIslets,488,1
RelateObjects,28,Child,Cells,468,454,ExpandedIslets,468,1
RelateObjects,28,Child,Cells,468,1104,ExpandedIslets,468,3
RelateObjects,28,Child,Cells,468,2051,ExpandedIslets,468,8
RelateObjects,28,Child,Cells,496,1952,ExpandedIslets,496,8
RelateObjects,28,Child,Cells,496,4229,ExpandedIslets,496,12
RelateObjects,28,Child,Cells,496,4319,ExpandedIslets,496,11
RelateObjects,28,Child,Cells,534,1032,ExpandedIslets,534,2
RelateObjects,28,Child,Cells,534,1312,ExpandedIslets,534,4
RelateObjects,28,Child,Cells,533,100,ExpandedIslets,533,2
RelateObjects,28,Child,Cells,533,1331,ExpandedIslets,533,5
RelateObjects,28,Child,Cells,577,115,ExpandedIslets,577,1
RelateObjects,28,Child,Cells,560,31,ExpandedIslets,560,1
RelateObjects,28,Child,Cells,575,788,ExpandedIslets,575,2
RelateObjects,28,Child,Cells,575,1422,ExpandedIslets,575,2
RelateObjects,28,Child,Cells,574,3209,ExpandedIslets,574,7
RelateObjects,28,Child,Cells,590,51,ExpandedIslets,590,1
RelateObjects,28,Child,Cells,622,1014,ExpandedIslets,622,2
RelateObjects,28,Child,Cells,622,1373,ExpandedIslets,622,2
RelateObjects,28,Child,Cells,607,457,ExpandedIslets,607,1
RelateObjects,28,Child,Cells,607,1448,ExpandedIslets,607,5
RelateObjects,28,Child,Cells,607,1740,ExpandedIslets,607,5
RelateObjects,28,Child,Cells,640,884,ExpandedIslets,640,2
RelateObjects,28,Child,Cells,644,413,ExpandedIslets,644,1
RelateObjects,28,Child,Cells,644,1030,ExpandedIslets,644,2
RelateObjects,28,Child,Cells,644,2704,ExpandedIslets,644,7
RelateObjects,28,Child,Cells,671,570,ExpandedIslets,671,2
RelateObjects,28,Child,Cells,707,218,ExpandedIslets,707,2
RelateObjects,28,Child,Cells,736,1370,ExpandedIslets,736,6
RelateObjects,28,Child,Cells,709,2305,ExpandedIslets,709,9
RelateObjects,28,Child,Cells,714,675,ExpandedIslets,714,3
RelateObjects,28,Child,Cells,739,99,ExpandedIslets,739,2
RelateObjects,28,Child,Cells,739,2473,ExpandedIslets,739,13
RelateObjects,28,Child,Cells,739,2480,ExpandedIslets,739,14
RelateObjects,28,Child,Cells,739,2582,ExpandedIslets,739,14
RelateObjects,28,Child,Cells,754,26,ExpandedIslets,754,4
RelateObjects,28,Child,Cells,754,375,ExpandedIslets,754,3
RelateObjects,28,Child,Cells,754,412,ExpandedIslets,754,3
RelateObjects,28,Child,Cells,783,2156,ExpandedIslets,783,7
RelateObjects,28,Child,Cells,783,2406,ExpandedIslets,783,7
RelateObjects,28,Child,Cells,806,1473,ExpandedIslets,806,2
RelateObjects,28,Child,Cells,808,1330,ExpandedIslets,808,5
RelateObjects,28,Child,Cells,808,2395,ExpandedIslets,808,4
RelateObjects,28,Child,Cells,804,1906,ExpandedIslets,804,2
RelateObjects,28,Child,Cells,804,3440,ExpandedIslets,804,2
RelateObjects,28,Child,Cells,838,151,ExpandedIslets,838,1
RelateObjects,28,Child,Cells,838,956,ExpandedIslets,838,2
RelateObjects,28,Child,Cells,838,1407,ExpandedIslets,838,2
RelateObjects,28,Child,Cells,838,1760,ExpandedIslets,838,2
RelateObjects,42,Child,Cells,46,1431,ExpandedVessels,46,94
RelateObjects,42,Child,Cells,55,411,ExpandedVessels,55,13
RelateObjects,42,Child,Cells,43,258,ExpandedVessels,43,11
RelateObjects,42,Child,Cells,43,1437,ExpandedVessels,43,94
RelateObjects,42,Child,Cells,35,1058,ExpandedVessels,35,84
RelateObjects,42,Child,Cells,35,1736,ExpandedVessels,35,122
RelateObjects,42,Child,Cells,37,377,ExpandedVessels,37,32
RelateObjects,42,Child,Cells,37,1250,ExpandedVessels,37,76
RelateObjects,42,Child,Cells,95,201,ExpandedVessels,95,9
RelateObjects,42,Child,Cells,76,1224,ExpandedVessels,76,62
RelateObjects,42,Child,Cells,74,298,ExpandedVessels,74,25
RelateObjects,42,Child,Cells,80,156,ExpandedVessels,80,12
RelateObjects,42,Child,Cells,141,209,ExpandedVessels,141,10
RelateObjects,42,Child,Cells,141,500,ExpandedVessels,141,23
RelateObjects,42,Child,Cells,132,1378,ExpandedVessels,132,90
RelateObjects,42,Child,Cells,142,436,ExpandedVessels,142,23
RelateObjects,42,Child,Cells,142,642,ExpandedVessels,142,35
RelateObjects,42,Child,Cells,142,1604,ExpandedVessels,142,91
RelateObjects,42,Child,Cells,142,1767,ExpandedVessels,142,97
RelateObjects,42,Child,Cells,159,1121,ExpandedVessels,159,67
RelateObjects,42,Child,Cells,155,886,ExpandedVessels,155,45
RelateObjects,42,Child,Cells,170,419,ExpandedVessels,170,24
RelateObjects,42,Child,Cells,170,1386,ExpandedVessels,170,90
RelateObjects,42,Child,Cells,187,812,ExpandedVessels,187,49
RelateObjects,42,Child,Cells,187,1537,ExpandedVessels,187,93
RelateObjects,42,Child,Cells,256,663,ExpandedVessels,256,37
RelateObjects,42,Child,Cells,265,909,ExpandedVessels,265,50
RelateObjects,42,Child,Cells,249,335,ExpandedVessels,249,24
RelateObjects,42,Child,Cells,249,1227,ExpandedVessels,249,73
RelateObjects,42,Child,Cells,237,5073,ExpandedVessels,237,307
RelateObjects,42,Child,Cells,237,5267,ExpandedVessels,237,318
RelateObjects,42,Child,Cells,236,790,ExpandedVessels,236,51
RelateObjects,42,Child,Cells,236,3720,ExpandedVessels,236,206
RelateObjects,42,Child,Cells,326,642,ExpandedVessels,326,57
RelateObjects,42,Child,Cells,326,1150,ExpandedVessels,326,91
RelateObjects,42,Child,Cells,354,402,ExpandedVessels,354,31
RelateObjects,42,Child,Cells,354,724,ExpandedVessels,354,65
RelateObjects,42,Child,Cells,354,1151,ExpandedVessels,354,87
RelateObjects,42,Child,Cells,382,1263,ExpandedVessels,382,70
RelateObjects,42,Child,Cells,382,1353,ExpandedVessels,382,66
RelateObjects,42,Child,Cells,370,1847,ExpandedVessels,370,86
RelateObjects,42,Child,Cells,417,2662,ExpandedVessels,417,127
RelateObjects,42,Child,Cells,419,1093,ExpandedVessels,419,58
RelateObjects,42,Child,Cells,392,538,ExpandedVessels,392,25
RelateObjects,42,Child,Cells,403,1858,ExpandedVessels,403,106
RelateObjects,42,Child,Cells,406,5366,ExpandedVessels,406,279
RelateObjects,42,Child,Cells,458,582,ExpandedVessels,458,24
RelateObjects,42,Child,Cells,444,1571,ExpandedVessels,444,89
RelateObjects,42,Child,Cells,462,1337,ExpandedVessels,462,75
RelateObjects,42,Child,Cells,462,1650,ExpandedVessels,462,89
RelateObjects,42,Child,Cells,462,1689,ExpandedVessels,462,98
RelateObjects,42,Child,Cells,488,871,ExpandedVessels,488,31
RelateObjects,42,Child,Cells,468,454,ExpandedVessels,468,25
RelateObjects,42,Child,Cells,468,1104,ExpandedVessels,468,48
RelateObjects,42,Child,Cells,468,2051,ExpandedVessels,468,95
RelateObjects,42,Child,Cells,496,1952,ExpandedVessels,496,105
RelateObjects,42,Child,Cells,496,4229,ExpandedVessels,496,194
RelateObjects,42,Child,Cells,496,4319,ExpandedVessels,496,209
RelateObjects,42,Child,Cells,534,1032,ExpandedVessels,534,74
RelateObjects,42,Child,Cells,534,1312,ExpandedVessels,534,94
RelateObjects,42,Child,Cells,533,100,ExpandedVessels,533,14
RelateObjects,42,Child,Cells,533,1331,ExpandedVessels,533,127
RelateObjects,42,Child,Cells,577,115,ExpandedVessels,577,11
RelateObjects,42,Child,Cells,560,31,ExpandedVessels,560,7
RelateObjects,42,Child,Cells,575,788,ExpandedVessels,575,37
RelateObjects,42,Child,Cells,575,1422,ExpandedVessels,575,90
RelateObjects,42,Child,Cells,574,3209,ExpandedVessels,574,233
